instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,comfort_index,is_weekend,quarter,is_warm_season,is_bad_weather,temp_yr
402,06-02-2019,1,1,2,0,3,1,1,11.586969,14.8213,62.2174,10.3046,206,3578,3784,11.275882,0,1,0,0,11.586969
403,07-02-2019,1,1,2,0,4,1,1,14.520847,18.0552,49.625,9.874393,199,4176,4375,14.272722,0,1,0,0,14.520847
404,08-02-2019,1,1,2,0,5,1,2,10.523347,13.32105,72.2917,8.959307,109,2693,2802,10.1618885,0,1,0,0,10.523347
405,09-02-2019,1,1,2,0,6,0,1,10.865,13.0994,56.2083,13.000479,163,3667,3830,10.5839585,1,1,0,0,10.865
406,10-02-2019,1,1,2,0,0,0,2,11.514153,14.6779,54.0,7.834243,227,3604,3831,11.244153,1,1,0,0,11.514153
407,11-02-2019,1,1,2,0,1,1,3,9.190847,10.54335,73.125,19.416332,192,1977,2169,8.825222,0,1,0,1,9.190847
408,12-02-2019,1,1,2,0,2,1,1,5.2275,5.0829,46.4583,27.417204,73,1456,1529,4.9952085,0,1,0,0,5.2275
409,13-02-2019,1,1,2,0,3,1,1,9.1225,11.39565,41.125,11.207961,94,3328,3422,8.916875000000001,0,1,0,0,9.1225
410,14-02-2019,1,1,2,0,4,1,2,13.085847,16.6973,50.875,9.458993,135,3787,3922,12.831472,0,1,0,0,13.085847
411,15-02-2019,1,1,2,0,5,1,1,14.281653,17.58145,53.125,12.1672,141,4028,4169,14.016028,0,1,0,0,14.281653
412,16-02-2019,1,1,2,0,6,0,2,12.983347,16.5081,75.2917,6.125475,74,2931,3005,12.6068885,1,1,0,0,12.983347
413,17-02-2019,1,1,2,0,0,0,1,14.076653,17.58145,63.4583,13.791682,349,3805,4154,13.7593615,1,1,0,0,14.076653
414,18-02-2019,1,1,2,0,1,1,1,14.213347,17.77125,53.4583,12.792243,1435,2883,4318,13.9460555,0,1,0,0,14.213347
415,19-02-2019,1,1,2,0,2,1,2,11.48,13.2894,51.5833,16.958504,618,2071,2689,11.2220835,0,1,0,0,11.48
416,20-02-2019,1,1,2,1,3,0,1,11.48,13.66955,50.7826,15.348561,502,2627,3129,11.226087,0,1,0,0,11.48
417,21-02-2019,1,1,2,0,4,1,1,11.800866,14.75565,59.4348,13.783039,163,3614,3777,11.503692,0,1,0,0,11.800866
418,22-02-2019,1,1,2,0,5,1,1,16.229153,19.63335,56.7917,15.709557,394,4379,4773,15.9451945,0,1,0,0,16.229153
419,23-02-2019,1,1,2,0,6,0,1,18.620847,22.2223,55.4583,12.791171,516,4546,5062,18.3435555,1,1,0,0,18.620847
420,24-02-2019,1,1,2,0,0,0,2,16.7075,20.54855,73.75,15.916989,246,3241,3487,16.33875,1,1,0,0,16.7075
421,25-02-2019,1,1,2,0,1,1,1,11.924153,12.78375,39.5833,28.250014,317,2415,2732,11.7262365,0,1,0,0,11.924153
422,26-02-2019,1,1,2,0,2,1,1,11.445847,13.4154,41.0,13.750343,515,2874,3389,11.240847,0,1,0,0,11.445847
423,27-02-2019,1,1,2,0,3,1,1,15.033347,17.8977,49.0833,17.958211,253,4069,4322,14.7879305,0,1,0,0,15.033347
424,28-02-2019,1,1,2,0,4,1,1,14.725847,17.67625,39.5833,12.958939,229,4134,4363,14.5279305,0,1,0,0,14.725847
425,01-03-2019,1,1,3,0,5,1,1,19.919153,23.76855,61.5417,15.208129,325,4665,4990,19.6114445,0,1,0,0,19.919153
426,02-03-2019,1,1,3,0,6,0,2,14.486653,17.9921,65.7083,9.708568,246,2948,3194,14.1581115,1,1,0,0,14.486653
427,03-03-2019,1,1,3,0,0,0,2,16.980847,20.6746,62.125,10.792293,956,3110,4066,16.670222,1,1,0,0,16.980847
428,04-03-2019,1,1,3,0,1,1,1,13.359153,15.15105,40.3333,22.416257,710,2713,3423,13.1574865,0,1,0,0,13.359153
429,05-03-2019,1,1,3,0,2,1,1,9.976653,12.05855,50.625,15.333486,203,3130,3333,9.723528,0,1,0,0,9.976653
430,06-03-2019,1,1,3,0,3,1,1,10.591653,12.7521,45.6667,13.458625,221,3735,3956,10.363319500000001,0,1,0,0,10.591653
431,07-03-2019,1,1,3,0,4,1,1,16.570847,19.255,51.3333,23.167193,432,4484,4916,16.3141805,0,1,0,0,16.570847
432,08-03-2019,1,1,3,0,5,1,1,21.6275,26.2302,56.75,29.584721,486,4896,5382,21.34375,0,1,0,0,21.6275
433,09-03-2019,1,1,3,0,6,0,2,16.844153,19.85415,40.7083,27.7916,447,4122,4569,16.6406115,1,1,0,0,16.844153
434,10-03-2019,1,1,3,0,0,0,1,11.7875,13.88835,35.0417,15.12525,968,3150,4118,11.6122915,1,1,0,0,11.7875
435,11-03-2019,1,1,3,0,1,1,1,14.831299,17.9835,47.6957,14.913329,1658,3253,4911,14.5928205,0,1,0,0,14.831299
436,12-03-2019,1,1,3,0,2,1,1,19.133347,22.9796,48.9167,13.916771,838,4460,5298,18.8887635,0,1,0,0,19.133347
437,13-03-2019,1,1,3,0,3,1,1,23.165,27.14645,61.75,15.87565,762,5085,5847,22.85625,0,1,0,0,23.165
438,14-03-2019,1,1,3,0,4,1,1,23.4725,27.43085,50.7083,7.709154,997,5315,6312,23.2189585,0,1,0,0,23.4725
439,15-03-2019,1,1,3,0,5,1,1,22.8575,26.64125,57.9583,10.042161,1005,5187,6192,22.567708500000002,0,1,0,0,22.8575
440,16-03-2019,1,1,3,0,6,0,2,17.869153,21.81145,84.2083,7.583864,548,3830,4378,17.4481115,1,1,0,0,17.869153
441,17-03-2019,1,1,3,0,0,0,2,21.080847,25.2523,75.5833,7.417168,3155,4681,7836,20.702930499999997,1,1,0,0,21.080847
442,18-03-2019,1,1,3,0,1,1,2,19.3725,23.2,81.0,8.501161,2207,3685,5892,18.967499999999998,0,1,0,0,19.3725
443,19-03-2019,1,1,3,0,2,1,1,22.345,26.64105,72.875,10.875239,982,5171,6153,21.980625,0,1,0,0,22.345
444,20-03-2019,1,1,3,0,3,1,1,22.994153,26.92665,80.7917,8.125157,1051,5042,6093,22.5901945,0,1,0,0,22.994153
445,21-03-2019,2,1,3,0,4,1,2,21.798347,25.6629,82.125,6.0004061,1122,5108,6230,21.387722,0,1,1,0,21.798347
446,22-03-2019,2,1,3,0,5,1,1,22.720847,26.57835,83.125,7.876654,1334,5537,6871,22.305222,0,1,1,0,22.720847
447,23-03-2019,2,1,3,0,6,0,2,24.668347,28.50335,69.4167,7.7921,2469,5893,8362,24.3212635,1,1,1,0,24.668347
448,24-03-2019,2,1,3,0,0,0,2,20.6025,24.33665,88.5417,12.916461,1033,2339,3372,20.1597915,1,1,1,0,20.6025
449,25-03-2019,2,1,3,0,1,1,2,17.9375,21.8744,88.0833,14.791925,1532,3464,4996,17.4970835,0,1,1,0,17.9375
450,26-03-2019,2,1,3,0,2,1,1,18.279153,21.9375,47.7917,25.917007,795,4763,5558,18.040194500000002,0,1,1,0,18.279153
451,27-03-2019,2,1,3,0,3,1,1,13.256653,15.7827,29.0,12.541864,531,4571,5102,13.111653,0,1,1,0,13.256653
452,28-03-2019,2,1,3,0,4,1,1,19.850847,23.5475,48.125,19.541957,674,5024,5698,19.610222,0,1,1,0,19.850847
453,29-03-2019,2,1,3,0,5,1,1,20.260847,24.1152,43.9167,21.41655,834,5299,6133,20.0412635,0,1,1,0,20.260847
454,30-03-2019,2,1,3,0,6,0,2,15.17,18.78105,58.0833,9.250489,796,4663,5459,14.8795835,1,1,1,0,15.17
455,31-03-2019,2,1,3,0,0,0,2,17.390847,21.0854,73.8333,16.791339,2301,3934,6235,17.021680500000002,1,1,1,0,17.390847
456,01-04-2019,2,1,4,0,1,1,2,17.459153,20.86435,67.625,11.541889,2347,3694,6041,17.121028,0,2,1,0,17.459153
457,02-04-2019,2,1,4,0,2,1,1,17.790433,21.37565,50.4348,20.913313,1208,4728,5936,17.538259,0,2,1,0,17.790433
458,03-04-2019,2,1,4,0,3,1,1,19.133347,23.07415,39.6667,6.708911,1348,5424,6772,18.9350135,0,2,1,0,19.133347
459,04-04-2019,2,1,4,0,4,1,1,22.208347,26.6725,46.9583,12.125325,1058,5378,6436,21.9735555,0,2,1,0,22.208347
460,05-04-2019,2,1,4,0,5,1,1,17.835,21.55815,37.4167,14.708443,1192,5265,6457,17.6479165,0,2,1,0,17.835
461,06-04-2019,2,1,4,0,6,0,1,16.536653,19.53835,37.7083,20.125996,1807,4653,6460,16.3481115,1,2,1,0,16.536653
462,07-04-2019,2,1,4,0,0,0,1,17.9375,21.30645,25.4167,18.416357,3252,3605,6857,17.8104165,1,2,1,0,17.9375
463,08-04-2019,2,1,4,0,1,1,1,20.5,24.62125,27.5833,15.583932,2230,2939,5169,20.3620835,0,2,1,0,20.5
464,09-04-2019,2,1,4,0,2,1,1,20.055847,23.8319,31.75,23.999132,905,4680,5585,19.897097,0,2,1,0,20.055847
465,10-04-2019,2,1,4,0,3,1,1,18.313347,21.81165,43.5,16.708125,819,5099,5918,18.095847,0,2,1,0,18.313347
466,11-04-2019,2,1,4,0,4,1,1,14.296536,16.8637,46.9565,19.783358,482,4380,4862,14.0617535,0,2,1,0,14.296536
467,12-04-2019,2,1,4,0,5,1,1,16.2975,19.3802,46.625,19.458743,663,4746,5409,16.064375,0,2,1,0,16.2975
468,13-04-2019,2,1,4,0,6,0,1,18.1425,21.5904,40.8333,10.416557,1252,5146,6398,17.9383335,1,2,1,0,18.1425
469,14-04-2019,2,1,4,0,0,0,1,20.295,24.3998,50.2917,12.791439,2795,4665,7460,20.043541500000003,1,2,1,0,20.295
470,15-04-2019,2,1,4,0,1,1,1,24.873347,28.69375,50.7917,15.083643,2846,4286,7132,24.6193885,0,2,1,0,24.873347
471,16-04-2019,2,1,4,1,2,0,1,27.230847,30.74625,56.1667,19.083543,1198,5172,6370,26.9500135,0,2,1,0,27.230847
472,17-04-2019,2,1,4,0,3,1,1,24.941653,29.92435,39.0417,18.333143,989,5702,6691,24.7464445,0,2,1,0,24.941653
473,18-04-2019,2,1,4,0,4,1,2,18.996653,22.8519,56.9167,11.250104,347,4020,4367,18.7120695,0,2,1,0,18.996653
474,19-04-2019,2,1,4,0,5,1,1,20.431653,24.6523,61.25,4.4172564,846,5719,6565,20.125403000000002,0,2,1,0,20.431653
475,20-04-2019,2,1,4,0,6,0,1,21.593347,25.78875,69.4583,10.041357,1340,5950,7290,21.2460555,1,2,1,0,21.593347
476,21-04-2019,2,1,4,0,0,0,1,23.37,27.14605,68.2917,19.000329,2541,4083,6624,23.0285415,1,2,1,0,23.37
477,22-04-2019,2,1,4,0,1,1,3,16.263347,19.4752,83.5417,23.084582,120,907,1027,15.8456385,0,2,1,1,16.263347
478,23-04-2019,2,1,4,0,2,1,2,13.188347,15.05625,76.6667,20.334232,195,3019,3214,12.8050135,0,2,1,0,13.188347
479,24-04-2019,2,1,4,0,3,1,1,16.946653,20.26415,45.4167,16.708661,518,5115,5633,16.719569500000002,0,2,1,0,16.946653
480,25-04-2019,2,1,4,0,4,1,1,19.543347,23.51585,42.7917,7.959064,655,5541,6196,19.3293885,0,2,1,0,19.543347
481,26-04-2019,2,1,4,0,5,1,2,20.431653,24.17915,75.6667,11.833875,475,4551,5026,20.0533195,0,2,1,0,20.431653
482,27-04-2019,2,1,4,0,6,0,1,18.7575,22.63185,40.0833,23.291411,1014,5219,6233,18.5570835,1,2,1,0,18.7575
483,28-04-2019,2,1,4,0,0,0,2,15.443347,18.8752,48.9583,8.708325,1120,3100,4220,15.1985555,1,2,1,0,15.443347
484,29-04-2019,2,1,4,0,1,1,1,18.791653,22.50605,58.7083,7.832836,2229,4075,6304,18.4981115,0,2,1,0,18.791653
485,30-04-2019,2,1,4,0,2,1,2,19.030847,22.8848,57.0,11.499746,665,4907,5572,18.745847,0,2,1,0,19.030847
486,01-05-2019,2,1,5,0,3,1,2,25.146653,28.85105,65.9583,10.458432,653,5087,5740,24.8168615,0,2,1,0,25.146653
487,02-05-2019,2,1,5,0,4,1,1,23.130847,26.8948,79.7083,9.249886,667,5502,6169,22.7323055,0,2,1,0,23.130847
488,03-05-2019,2,1,5,0,5,1,2,22.96,26.8621,76.8333,8.957632,764,5657,6421,22.5758335,0,2,1,0,22.96
489,04-05-2019,2,1,5,0,6,0,1,25.7275,29.54585,73.5417,10.916846,1069,5227,6296,25.3597915,1,2,1,0,25.7275
490,05-05-2019,2,1,5,0,0,0,2,25.488347,29.2304,75.6667,10.250464,2496,4387,6883,25.1100135,1,2,1,0,25.488347
491,06-05-2019,2,1,5,0,1,1,2,23.0625,27.33685,74.0,10.041893,2135,4224,6359,22.6925,0,2,1,0,23.0625
492,07-05-2019,2,1,5,0,2,1,2,22.0375,26.3571,66.4167,15.458307,1008,5265,6273,21.705416500000002,0,2,1,0,22.0375
493,08-05-2019,2,1,5,0,3,1,2,23.848347,27.87355,68.5833,19.833943,738,4990,5728,23.5054305,0,2,1,0,23.848347
494,09-05-2019,2,1,5,0,4,1,2,23.575,27.65125,74.4167,14.499604,620,4097,4717,23.2029165,0,2,1,0,23.575
495,10-05-2019,2,1,5,0,5,1,1,20.739153,24.58915,55.2083,21.042221,1026,5546,6572,20.4631115,0,2,1,0,20.739153
496,11-05-2019,2,1,5,0,6,0,1,21.866653,26.04165,36.0417,15.874779,1319,5711,7030,21.6864445,1,2,1,0,21.866653
497,12-05-2019,2,1,5,0,0,0,1,23.130847,27.24085,48.0417,8.249911,2622,4807,7429,22.890638499999998,1,2,1,0,23.130847
498,13-05-2019,2,1,5,0,1,1,1,25.1125,29.2619,57.625,15.082839,2172,3946,6118,24.824375,0,2,1,0,25.1125
499,14-05-2019,2,1,5,0,2,1,2,23.506653,27.495,78.9583,14.250364,342,2501,2843,23.1118615,0,2,1,0,23.506653
500,15-05-2019,2,1,5,0,3,1,2,25.078347,28.8202,79.4583,9.875264,625,4490,5115,24.6810555,0,2,1,0,25.078347
501,16-05-2019,2,1,5,0,4,1,1,26.103347,29.79875,69.7917,8.208304,991,6433,7424,25.7543885,0,2,1,0,26.103347
502,17-05-2019,2,1,5,0,5,1,1,24.326653,28.63065,52.0,15.374825,1242,6142,7384,24.066653,0,2,1,0,24.326653
503,18-05-2019,2,1,5,0,6,0,1,23.130847,27.55605,52.3333,9.166739,1521,6118,7639,22.8691805,1,2,1,0,23.130847
504,19-05-2019,2,1,5,0,0,0,1,24.6,28.3454,45.625,5.626325,3410,4884,8294,24.371875000000003,1,2,1,0,24.6
505,20-05-2019,2,1,5,0,1,1,1,25.454153,29.19835,53.0417,17.042589,2704,4425,7129,25.1889445,0,2,1,0,25.454153
506,21-05-2019,2,1,5,0,2,1,2,24.531653,28.28335,81.125,15.624668,630,3729,4359,24.126027999999998,0,2,1,0,24.531653
507,22-05-2019,2,1,5,0,3,1,2,25.215,29.04125,76.5833,7.917189,819,5254,6073,24.8320835,0,2,1,0,25.215
508,23-05-2019,2,1,5,0,4,1,2,25.488347,29.2306,77.4583,6.834,766,4494,5260,25.1010555,0,2,1,0,25.488347
509,24-05-2019,2,1,5,0,5,1,1,26.855,30.335,71.6667,11.584032,1059,5711,6770,26.4966665,0,2,1,0,26.855
510,25-05-2019,2,1,5,0,6,0,1,27.88,31.37645,74.7083,9.41685,1417,5317,6734,27.5064585,1,2,1,0,27.88
511,26-05-2019,2,1,5,0,0,0,1,28.3925,32.1348,73.25,13.332464,2855,3681,6536,28.026249999999997,1,2,1,0,28.3925
512,27-05-2019,2,1,5,0,1,1,1,28.29,32.07125,69.7083,14.416457,3283,3308,6591,27.9414585,0,2,1,0,28.29
513,28-05-2019,2,1,5,1,2,0,1,29.2125,33.965,67.625,13.166907,2557,3486,6043,28.874374999999997,0,2,1,0,29.2125
514,29-05-2019,2,1,5,0,3,1,1,29.6225,33.6496,68.4583,19.7918,880,4863,5743,29.2802085,0,2,1,0,29.6225
515,30-05-2019,2,1,5,0,4,1,2,26.923347,30.55645,67.0,9.000043,745,6110,6855,26.588347,0,2,1,0,26.923347
516,31-05-2019,2,1,5,0,5,1,1,27.88,31.56645,49.2917,13.083693,1100,6238,7338,27.6335415,0,2,1,0,27.88
517,01-06-2019,2,1,6,0,6,0,2,26.820847,30.3981,75.5417,15.916721,533,3594,4127,26.4431385,1,2,1,0,26.820847
518,02-06-2019,2,1,6,0,0,0,1,23.916653,28.3144,54.9167,12.499654,2795,5325,8120,23.6420695,1,2,1,0,23.916653
519,03-06-2019,2,1,6,0,1,1,1,24.7025,28.75665,49.3333,12.333829,2494,5147,7641,24.4558335,0,2,1,0,24.7025
520,04-06-2019,2,1,6,0,2,1,1,24.4975,28.91415,48.7083,19.083811,1071,5927,6998,24.2539585,0,2,1,0,24.4975
521,05-06-2019,2,1,6,0,3,1,2,22.174153,26.2946,61.3333,14.041525,968,6033,7001,21.867486500000002,0,2,1,0,22.174153
522,06-06-2019,2,1,6,0,4,1,1,22.720847,27.1146,61.125,5.167375,1027,6028,7055,22.415222,0,2,1,0,22.720847
523,07-06-2019,2,1,6,0,5,1,1,24.7025,28.4721,56.7083,10.54245,1038,6456,7494,24.418958500000002,0,2,1,0,24.7025
524,08-06-2019,2,1,6,0,6,0,1,26.615847,29.8931,46.7917,11.750661,1488,6248,7736,26.3818885,1,2,1,0,26.615847
525,09-06-2019,2,1,6,0,0,0,1,29.144153,32.41835,43.7083,9.667229,2708,4790,7498,28.9256115,1,2,1,0,29.144153
526,10-06-2019,2,1,6,0,1,1,1,29.793347,33.17585,53.8333,8.959307,2224,4374,6598,29.5241805,0,2,1,0,29.793347
527,11-06-2019,2,1,6,0,2,1,2,29.554153,32.98605,58.7917,13.916771,1017,5647,6664,29.2601945,0,2,1,0,29.554153
528,12-06-2019,2,1,6,0,3,1,2,26.786653,29.89375,83.3333,14.374582,477,4495,4972,26.3699865,0,2,1,0,26.786653
529,13-06-2019,2,1,6,0,4,1,1,26.889153,30.55585,58.2083,22.999693,1173,6248,7421,26.5981115,0,2,1,0,26.889153
530,14-06-2019,2,1,6,0,5,1,1,26.581653,31.21915,56.9583,17.000111,1180,6183,7363,26.2968615,0,2,1,0,26.581653
531,15-06-2019,2,1,6,0,6,0,1,26.205847,29.9877,58.9583,11.833339,1563,6102,7665,25.9110555,1,2,1,0,26.205847
532,16-06-2019,2,1,6,0,0,0,1,25.898347,29.7354,50.4167,11.166689,2963,4739,7702,25.6462635,1,2,1,0,25.898347
533,17-06-2019,2,1,6,0,1,1,1,24.2925,28.59875,59.875,9.708568,2634,4344,6978,23.993125,0,2,1,0,24.2925
534,18-06-2019,2,1,6,0,2,1,2,23.301653,27.2421,77.7917,11.707982,653,4446,5099,22.9126945,0,2,1,0,23.301653
535,19-06-2019,2,1,6,0,3,1,1,28.221653,32.7346,69.0,9.917139,968,5857,6825,27.876653,0,2,1,0,28.221653
536,20-06-2019,2,1,6,0,4,1,1,32.0825,36.04875,59.2083,7.625404,872,5339,6211,31.786458500000002,0,2,1,0,32.0825
537,21-06-2019,3,1,6,0,5,1,1,33.039153,37.6271,56.7917,7.958729,778,5127,5905,32.7551945,0,2,1,0,33.039153
538,22-06-2019,3,1,6,0,6,0,1,31.8775,36.20605,57.375,12.250414,964,4859,5823,31.590625000000003,1,2,1,0,31.8775
539,23-06-2019,3,1,6,0,0,0,1,29.998347,32.6396,53.4583,12.041307,2657,4801,7458,29.7310555,1,2,1,0,29.998347
540,24-06-2019,3,1,6,0,1,1,1,30.476653,33.7127,47.9167,9.750175,2551,4340,6891,30.2370695,0,2,1,0,30.476653
541,25-06-2019,3,1,6,0,2,1,1,29.349153,32.7021,50.4167,20.125661,1139,5640,6779,29.0970695,0,2,1,0,29.349153
542,26-06-2019,3,1,6,0,3,1,1,25.864153,29.7352,37.3333,23.292014,1077,6365,7442,25.6774865,0,2,1,0,25.864153
543,27-06-2019,3,1,6,0,4,1,1,28.5975,32.0396,36.0,18.208925,1077,6258,7335,28.4175,0,2,1,0,28.5975
544,28-06-2019,3,1,6,0,5,1,1,30.715847,33.7756,42.25,11.50055,921,5958,6879,30.504597,0,2,1,0,30.715847
545,29-06-2019,3,1,6,0,6,0,1,34.200847,39.33065,48.875,11.082939,829,4634,5463,33.956472000000005,1,2,1,0,34.200847
546,30-06-2019,3,1,6,0,0,0,1,31.365,34.3754,60.125,10.791757,1455,4232,5687,31.064375,1,2,1,0,31.365
547,01-07-2019,3,1,7,0,1,1,1,33.449153,37.53145,51.875,11.291443,1421,4110,5531,33.189778000000004,0,3,1,0,33.449153
548,02-07-2019,3,1,7,0,2,1,1,32.048347,35.1019,44.7083,13.082889,904,5323,6227,31.8248055,0,3,1,0,32.048347
549,03-07-2019,3,1,7,0,3,1,1,32.014153,35.1325,49.2083,8.457879,1052,5608,6660,31.7681115,0,3,1,0,32.014153
550,04-07-2019,3,1,7,1,4,0,1,32.355847,36.61685,53.875,9.04165,2562,4841,7403,32.086472,0,3,1,0,32.355847
551,05-07-2019,3,1,7,0,5,1,1,33.9275,38.06835,45.7917,12.999943,1405,4836,6241,33.698541500000005,0,3,1,0,33.9275
552,06-07-2019,3,1,7,0,6,0,1,33.961653,37.62665,45.0833,9.791514,1366,4841,6207,33.7362365,1,3,1,0,33.961653
553,07-07-2019,3,1,7,0,0,0,1,35.328347,40.24565,49.2083,10.958118,1448,3392,4840,35.082305500000004,1,3,1,0,35.328347
554,08-07-2019,3,1,7,0,1,1,1,33.7225,39.5198,57.375,8.417143,1203,3469,4672,33.435624999999995,0,3,1,0,33.7225
555,09-07-2019,3,1,7,0,2,1,2,29.144153,32.7027,68.3333,12.125325,998,5571,6569,28.8024865,0,3,1,0,29.144153
556,10-07-2019,3,1,7,0,3,1,2,29.554153,33.2398,66.75,10.166379,954,5336,6290,29.220403,0,3,1,0,29.554153
557,11-07-2019,3,1,7,0,4,1,1,29.383347,32.51355,63.3333,10.166111,975,6289,7264,29.0666805,0,3,1,0,29.383347
558,12-07-2019,3,1,7,0,5,1,1,29.349153,32.73415,52.9583,9.833925,1032,6414,7446,29.0843615,0,3,1,0,29.349153
559,13-07-2019,3,1,7,0,6,0,2,29.998347,33.39665,48.5833,5.41695,1511,5988,7499,29.7554305,1,3,1,0,29.998347
560,14-07-2019,3,1,7,0,0,0,2,28.836653,33.3021,69.9167,9.626493,2355,4614,6969,28.487069499999997,1,3,1,0,28.836653
561,15-07-2019,3,1,7,0,1,1,1,30.579153,35.2598,71.7917,11.166689,1920,4111,6031,30.2201945,0,3,1,0,30.579153
562,16-07-2019,3,1,7,0,2,1,1,31.296653,36.20625,64.5,11.000529,1088,5742,6830,30.974152999999998,0,3,1,0,31.296653
563,17-07-2019,3,1,7,0,3,1,1,33.551653,37.78415,50.5833,7.666743,921,5865,6786,33.298736500000004,0,3,1,0,33.551653
564,18-07-2019,3,1,7,0,4,1,1,32.526653,37.27915,57.7083,9.208614,799,4914,5713,32.2381115,0,3,1,0,32.526653
565,19-07-2019,3,1,7,0,5,1,1,31.57,35.7321,60.0417,11.083743,888,5703,6591,31.2697915,0,3,1,0,31.57
566,20-07-2019,3,1,7,0,6,0,2,27.299153,30.65125,84.4167,14.000789,747,5123,5870,26.8770695,1,3,1,0,27.299153
567,21-07-2019,3,1,7,0,0,0,3,24.429153,27.4956,86.5417,14.2911,1264,3195,4459,23.9964445,1,3,1,1,24.429153
568,22-07-2019,3,1,7,0,1,1,2,27.3675,31.15625,76.25,6.2926936,2544,4866,7410,26.98625,0,3,1,0,27.3675
569,23-07-2019,3,1,7,0,2,1,1,30.408347,34.50085,69.4167,9.291761,1135,5831,6966,30.0612635,0,3,1,0,30.408347
570,24-07-2019,3,1,7,0,3,1,1,30.784153,35.3225,65.5,14.167418,1140,6452,7592,30.456653,0,3,1,0,30.784153
571,25-07-2019,3,1,7,0,4,1,1,29.690847,32.7027,45.0,11.0416,1383,6790,8173,29.465847,0,3,1,0,29.690847
572,26-07-2019,3,1,7,0,5,1,1,31.843347,36.96315,59.6667,19.082471,1036,5825,6861,31.545013500000003,0,3,1,0,31.843347
573,27-07-2019,3,1,7,0,6,0,1,32.048347,36.71085,59.4583,10.250464,1259,5645,6904,31.7510555,1,3,1,0,32.048347
574,28-07-2019,3,1,7,0,0,0,1,30.989153,34.8802,61.3333,10.54245,2234,4451,6685,30.682486500000003,1,3,1,0,30.989153
575,29-07-2019,3,1,7,0,1,1,1,29.588347,33.39665,62.375,11.416532,2153,4444,6597,29.276472,0,3,1,0,29.588347
576,30-07-2019,3,1,7,0,2,1,1,29.964153,34.24935,66.875,10.292339,1040,6065,7105,29.629777999999998,0,3,1,0,29.964153
577,31-07-2019,3,1,7,0,3,1,1,29.246653,33.1448,70.4167,11.083475,968,6248,7216,28.8945695,0,3,1,0,29.246653
578,01-08-2019,3,1,8,0,4,1,1,29.4175,33.3654,67.75,9.458993,1074,6506,7580,29.07875,0,3,1,0,29.4175
579,02-08-2019,3,1,8,0,5,1,1,30.8525,35.3544,65.9583,8.666718,983,6278,7261,30.5227085,0,3,1,0,30.8525
580,03-08-2019,3,1,8,0,6,0,2,31.399153,36.14335,64.25,14.458064,1328,5847,7175,31.077903,1,3,1,0,31.399153
581,04-08-2019,3,1,8,0,0,0,1,32.526653,37.56335,61.3333,17.249686,2345,4479,6824,32.219986500000005,1,3,1,0,32.526653
582,05-08-2019,3,1,8,0,1,1,1,31.535847,36.55395,65.25,19.458207,1707,3757,5464,31.209597,0,3,1,0,31.535847
583,06-08-2019,3,1,8,0,2,1,2,30.8525,35.5123,65.4167,8.666718,1233,5780,7013,30.5254165,0,3,1,0,30.8525
584,07-08-2019,3,1,8,0,3,1,2,30.169153,34.88105,70.375,7.832836,1278,5995,7273,29.817278,0,3,1,0,30.169153
585,08-08-2019,3,1,8,0,4,1,2,30.75,35.38585,67.2917,7.4169,1263,6271,7534,30.4135415,0,3,1,0,30.75
586,09-08-2019,3,1,8,0,5,1,1,30.989153,34.9754,62.0417,10.4587,1196,6090,7286,30.6789445,0,3,1,0,30.989153
587,10-08-2019,3,1,8,0,6,0,2,29.349153,33.3971,71.5833,16.000471,1065,4721,5786,28.9912365,1,3,1,0,29.349153
588,11-08-2019,3,1,8,0,0,0,2,28.3925,31.91335,73.2917,13.834093,2247,4052,6299,28.026041499999998,1,3,1,0,28.3925
589,12-08-2019,3,1,8,0,1,1,1,28.734153,32.22895,53.0417,8.208304,2182,4362,6544,28.4689445,0,3,1,0,28.734153
590,13-08-2019,3,1,8,0,2,1,1,29.554153,33.1127,54.5417,9.126204,1207,5676,6883,29.2814445,0,3,1,0,29.554153
591,14-08-2019,3,1,8,0,3,1,1,29.793347,33.83895,68.6667,11.333586,1128,5656,6784,29.4500135,0,3,1,0,29.793347
592,15-08-2019,3,1,8,0,4,1,1,28.973347,32.70185,61.9583,11.374657,1198,6149,7347,28.6635555,0,3,1,0,28.973347
593,16-08-2019,3,1,8,0,5,1,1,29.485847,32.7344,51.9167,9.500332,1338,6267,7605,29.226263499999998,0,3,1,0,29.485847
594,17-08-2019,3,1,8,0,6,0,1,29.656653,12.12,57.0833,15.500718,1483,5665,7148,29.3712365,1,3,1,0,29.656653
595,18-08-2019,3,1,8,0,0,0,1,27.811653,30.90355,60.3333,11.917089,2827,5038,7865,27.5099865,1,3,1,0,27.811653
596,19-08-2019,3,1,8,0,1,1,2,26.069153,30.1777,71.1667,5.79215,1208,3341,4549,25.7133195,0,3,1,0,26.069153
597,20-08-2019,3,1,8,0,2,1,2,26.069153,29.79835,73.4167,8.708593,1026,5504,6530,25.7020695,0,3,1,0,26.069153
598,21-08-2019,3,1,8,0,3,1,1,26.615847,30.05125,67.375,4.8756436,1081,5925,7006,26.278972,0,3,1,0,26.615847
599,22-08-2019,3,1,8,0,4,1,1,27.3675,31.0927,67.7083,4.7089811,1094,6281,7375,27.028958499999998,0,3,1,0,27.3675
